customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct,cohort_month,tenure_bucket,recency_days,frequency_per_month,historical_clv,clv_tier,signup_year_month,churn_month
C03093,2024-10-17,Standard,41.03,8,0,,billing,14.0,2.0,2025-10-06,Card,Europe,25-34,Referral,3,0,1,0.076,2024-10-01,7-12,61,1.75,303.29,Medium,2024-10,
C04864,2024-10-17,Basic,21.36,6,1,2025-03-05,billing,9.0,3.0,2025-01-29,Card,APAC,35-44,Partnerships,0,0,1,0.052,2024-10-01,4-6,311,1.5,121.5,Low,2024-10,2025-03-01
C05699,2024-10-17,Basic,23.84,3,1,2024-11-28,billing,8.0,1.0,2024-11-23,Card,North America,35-44,Partnerships,5,0,1,0.025,2024-10-01,0-3,378,2.6666666666666665,69.73,Low,2024-10,2024-11-01
C06610,2024-10-17,Standard,29.99,8,0,,billing,9.0,0.0,2025-06-12,Card,Latin America,55+,Organic Search,3,1,1,0.022,2024-10-01,7-12,177,1.125,234.64,Medium,2024-10,
C00236,2024-10-18,Basic,16.19,8,1,2025-03-26,price sensitivity,8.0,3.0,2025-02-25,Card,Europe,18-24,Referral,5,0,1,0.038,2024-10-01,7-12,284,1.0,124.6,Low,2024-10,2025-03-01
C00395,2024-10-18,Standard,40.41,8,0,,billing,12.0,0.0,2025-06-18,PayPal,Europe,45-54,Direct,1,0,1,0.139,2024-10-01,7-12,171,1.5,278.34,Medium,2024-10,
C01750,2024-10-18,Basic,19.04,5,1,2025-01-25,billing,7.0,1.0,2024-08-12,Card,Europe,25-34,Paid Ads,0,1,1,0.076,2024-10-01,4-6,481,1.4,87.96,Low,2024-10,2025-01-01
C01903,2024-10-18,Standard,38.1,8,1,2025-04-25,support issues,4.0,4.0,2025-03-25,Card,Europe,55+,Email,1,2,1,0.047,2024-10-01,7-12,256,0.5,290.47,Medium,2024-10,2025-04-01
C02019,2024-10-18,Basic,16.26,6,1,2025-01-02,no usage,8.0,3.0,2025-08-01,Card,Europe,25-34,Organic Search,4,0,1,0.019,2024-10-01,4-6,127,1.3333333333333333,95.71,Low,2024-10,2025-01-01
C02064,2024-10-18,Standard,45.19,8,0,,billing,7.0,1.0,2025-06-13,Card,Latin America,45-54,Paid Ads,2,0,1,0.0,2024-10-01,7-12,176,0.875,361.52,Medium,2024-10,
C02969,2024-10-18,Standard,43.45,8,0,,billing,11.0,1.0,2025-06-12,Card,Latin America,45-54,Referral,3,1,1,0.147,2024-10-01,7-12,177,1.375,296.5,Medium,2024-10,
C02985,2024-10-18,Basic,19.61,8,0,,billing,6.0,0.0,2025-12-06,ACH,North America,18-24,Partnerships,4,0,1,0.037,2024-10-01,7-12,0,0.75,151.08,Low,2024-10,
C04904,2024-10-18,Basic,22.65,7,1,2025-05-05,billing,9.0,0.0,2025-04-04,Wallet,Europe,18-24,Direct,3,0,1,0.038,2024-10-01,7-12,246,1.2857142857142858,152.53,Low,2024-10,2025-05-01
C00727,2024-10-19,Standard,46.76,8,1,2025-02-16,price sensitivity,9.0,3.0,2025-01-26,PayPal,North America,45-54,Direct,3,0,1,0.017,2024-10-01,7-12,314,1.125,367.72,Medium,2024-10,2025-02-01
C01208,2024-10-19,Basic,15.36,8,1,2025-06-06,price sensitivity,5.0,1.0,2025-04-25,Card,Europe,45-54,Organic Search,1,0,1,0.024,2024-10-01,7-12,225,0.625,119.93,Low,2024-10,2025-06-01
C03641,2024-10-19,Basic,20.1,1,1,2024-11-16,no usage,7.0,2.0,2024-10-19,ACH,APAC,45-54,Paid Ads,2,2,1,0.038,2024-10-01,0-3,413,7.0,19.34,Low,2024-10,2024-11-01
C04386,2024-10-19,Basic,16.74,6,1,2025-03-24,billing,8.0,2.0,2025-02-03,Card,APAC,25-34,Paid Ads,5,0,1,0.064,2024-10-01,4-6,306,1.3333333333333333,94.01,Low,2024-10,2025-03-01
C06270,2024-10-19,Standard,38.11,8,0,,billing,7.0,0.0,2025-05-06,Card,APAC,55+,Partnerships,0,0,1,0.027,2024-10-01,7-12,214,0.875,296.65,Medium,2024-10,
C06584,2024-10-19,Basic,23.53,8,1,2025-06-17,billing,7.0,1.0,2025-05-18,Wallet,North America,35-44,Referral,4,1,1,0.15387499999999998,2024-10-01,7-12,202,0.875,159.27,Low,2024-10,2025-06-01
C00174,2024-10-20,Premium,83.19125,8,0,,billing,16.0,1.0,2025-06-15,Card,North America,25-34,Organic Search,5,0,1,0.143,2024-10-01,7-12,174,2.0,570.36,High,2024-10,
C00225,2024-10-20,Basic,18.36,8,1,2025-04-07,billing,6.0,5.0,2025-04-02,PayPal,North America,35-44,Direct,3,3,1,0.072,2024-10-01,7-12,248,0.75,136.3,Low,2024-10,2025-04-01
C00697,2024-10-20,Basic,16.71,8,1,2025-06-04,no usage,7.0,1.0,2025-03-19,PayPal,North America,25-34,Paid Ads,3,0,1,0.015,2024-10-01,7-12,262,0.875,131.67,Low,2024-10,2025-06-01
C00793,2024-10-20,Premium,63.82,8,0,,billing,18.0,2.0,2025-06-16,Wallet,APAC,25-34,Direct,5,0,1,0.025,2024-10-01,7-12,173,2.25,497.8,High,2024-10,
C01641,2024-10-20,Standard,44.02,8,0,,billing,14.0,1.0,2025-06-18,Card,Latin America,25-34,Referral,5,0,1,0.002,2024-10-01,7-12,171,1.75,351.46,Medium,2024-10,
C02793,2024-10-20,Premium,82.66,5,1,2025-03-02,billing,15.0,1.0,2025-01-03,Wallet,Latin America,35-44,Organic Search,4,0,1,0.15387499999999998,2024-10-01,4-6,337,3.0,349.7,Medium,2024-10,2025-03-01
C02938,2024-10-20,Premium,76.76,8,0,,billing,14.0,1.0,2025-04-06,Card,Europe,18-24,Direct,5,1,1,0.042,2024-10-01,7-12,244,1.75,588.29,High,2024-10,
C03400,2024-10-20,Standard,44.19,1,1,2024-11-18,no usage,9.0,4.0,2024-10-20,ACH,Latin America,45-54,Direct,4,0,1,0.08,2024-10-01,0-3,412,9.0,40.65,Low,2024-10,2024-11-01
C03731,2024-10-20,Standard,50.42,8,0,,billing,13.0,4.0,2025-06-12,Card,North America,25-34,Email,5,0,1,0.001,2024-10-01,7-12,177,1.625,402.96,Medium,2024-10,
C04421,2024-10-20,Premium,83.19125,8,0,,billing,13.0,1.0,2025-06-20,ACH,APAC,55+,Paid Ads,4,0,1,0.132,2024-10-01,7-12,169,1.625,577.68,High,2024-10,
C05167,2024-10-20,Standard,28.74,8,1,2025-04-03,billing,9.0,0.0,2025-12-02,Card,Europe,55+,Paid Ads,1,0,1,0.129,2024-10-01,7-12,4,1.125,200.26,Medium,2024-10,2025-04-01
C07168,2024-10-20,Standard,39.88,8,0,,billing,12.0,3.0,2025-06-08,Wallet,Latin America,35-44,Paid Ads,4,0,1,0.015,2024-10-01,7-12,181,1.5,314.25,Medium,2024-10,
C07449,2024-10-20,Basic,21.01,2,1,2024-11-19,billing,4.0,2.0,2024-10-24,PayPal,North America,25-34,Partnerships,1,3,1,0.013,2024-10-01,0-3,408,2.0,41.47,Low,2024-10,2024-11-01
C00461,2024-10-21,Standard,38.88,6,1,2025-07-01,billing,13.0,2.0,2024-12-15,Card,Europe,25-34,Direct,5,0,1,0.054,2024-10-01,4-6,356,2.1666666666666665,220.68,Medium,2024-10,2025-07-01
C00681,2024-10-21,Basic,10.29,8,1,2025-01-06,competitor,4.0,1.0,2025-04-14,ACH,Latin America,25-34,Paid Ads,2,2,1,0.054,2024-10-01,7-12,236,0.5,77.87,Low,2024-10,2025-01-01
C01119,2024-10-21,Standard,34.21,3,1,2024-12-28,billing,8.0,2.0,2024-11-25,Card,Europe,35-44,Email,2,0,1,0.075,2024-10-01,0-3,376,2.6666666666666665,94.93,Low,2024-10,2024-12-01
C02598,2024-10-21,Standard,32.49,8,0,,billing,7.0,2.0,2025-06-12,PayPal,North America,55+,Email,3,1,1,0.15387499999999998,2024-10-01,7-12,177,0.875,219.92,Medium,2024-10,
C03939,2024-10-21,Basic,20.44,8,1,2025-02-04,product dissatisfaction,11.0,5.0,2024-12-20,Card,North America,35-44,Organic Search,4,0,1,0.024,2024-10-01,7-12,351,1.375,159.6,Low,2024-10,2025-02-01
C04538,2024-10-21,Premium,83.19125,4,1,2024-12-22,billing,11.0,1.0,2024-11-28,Card,North America,45-54,Organic Search,0,0,1,0.15387499999999998,2024-10-01,4-6,373,2.75,281.56,Medium,2024-10,2024-12-01
C04946,2024-10-21,Standard,40.48,8,1,2025-01-26,billing,8.0,2.0,2024-12-15,Card,Europe,45-54,Referral,1,0,1,0.15387499999999998,2024-10-01,7-12,356,1.0,274.01,Medium,2024-10,2025-01-01
C06148,2024-10-21,Standard,31.51,5,1,2025-03-20,support issues,8.0,2.0,2025-02-19,PayPal,APAC,18-24,Email,2,0,1,0.15387499999999998,2024-10-01,4-6,290,1.6,133.31,Low,2024-10,2025-03-01
C06819,2024-10-21,Basic,24.13,7,1,2025-01-19,no usage,8.0,0.0,2024-12-23,Card,APAC,35-44,Paid Ads,3,0,1,0.15387499999999998,2024-10-01,7-12,348,1.1428571428571428,142.92,Low,2024-10,2025-01-01
C02855,2024-10-22,Standard,30.85,8,0,,billing,7.0,1.0,2025-06-14,ACH,APAC,55+,Referral,1,0,1,0.011,2024-10-01,7-12,175,0.875,244.09,Medium,2024-10,
C02859,2024-10-22,Basic,18.86,6,1,2024-12-24,support issues,5.0,4.0,2024-11-20,Wallet,Europe,18-24,Referral,1,0,1,0.056,2024-10-01,4-6,381,0.8333333333333334,106.82,Low,2024-10,2024-12-01
C04690,2024-10-22,Basic,17.92,8,1,2025-05-14,billing,8.0,2.0,2025-04-26,Card,North America,18-24,Referral,2,0,1,0.15387499999999998,2024-10-01,7-12,224,1.0,121.3,Low,2024-10,2025-05-01
C05504,2024-10-22,Standard,50.73,8,1,2025-04-26,price sensitivity,7.0,2.0,2025-04-02,PayPal,Latin America,35-44,Referral,4,0,1,0.023,2024-10-01,7-12,248,0.875,396.51,Medium,2024-10,2025-04-01
C07476,2024-10-22,Basic,17.55,8,0,,billing,6.0,2.0,2025-06-22,Card,Latin America,25-34,Organic Search,3,0,1,0.05,2024-10-01,7-12,167,0.75,133.38,Low,2024-10,
C00676,2024-10-23,Basic,18.31,8,0,,billing,13.0,1.0,2025-08-06,Card,North America,35-44,Organic Search,5,0,1,0.15387499999999998,2024-10-01,7-12,122,1.625,123.94,Low,2024-10,
C01137,2024-10-23,Basic,13.69,5,1,2025-02-01,price sensitivity,9.0,1.0,2024-12-12,Card,North America,55+,Paid Ads,2,0,1,0.004,2024-10-01,4-6,359,1.8,68.18,Low,2024-10,2025-02-01
C01598,2024-10-23,Standard,25.2,8,0,,billing,13.0,0.0,2025-06-23,ACH,Latin America,45-54,Email,5,0,1,0.079,2024-10-01,7-12,166,1.625,185.67,Low,2024-10,
C01670,2024-10-23,Basic,20.62,6,1,2025-08-03,product dissatisfaction,8.0,2.0,2025-01-30,Wallet,Latin America,18-24,Email,0,0,1,0.15387499999999998,2024-10-01,4-6,310,1.3333333333333333,104.68,Low,2024-10,2025-08-01
C02067,2024-10-23,Basic,12.21,8,1,2025-05-24,competitor,6.0,5.0,2025-02-04,Card,North America,35-44,Partnerships,4,0,1,0.022,2024-10-01,7-12,305,0.75,95.53,Low,2024-10,2025-05-01
C03715,2024-10-23,Premium,67.91,8,0,,billing,12.0,1.0,2025-09-06,Card,Europe,25-34,Organic Search,4,0,1,0.15387499999999998,2024-10-01,7-12,91,1.5,459.68,Medium,2024-10,
C03836,2024-10-23,Basic,21.47,8,1,2025-06-14,competitor,5.0,0.0,2025-01-11,PayPal,APAC,18-24,Referral,0,1,1,0.067,2024-10-01,7-12,329,0.625,160.25,Low,2024-10,2025-06-01
C04852,2024-10-23,Basic,17.98,6,1,2025-01-26,price sensitivity,5.0,5.0,2024-12-31,Card,Europe,25-34,Direct,0,0,1,0.064,2024-10-01,4-6,340,0.8333333333333334,100.98,Low,2024-10,2025-01-01
C06751,2024-10-23,Basic,21.8,8,1,2025-06-17,no usage,11.0,4.0,2025-05-19,Card,North America,18-24,Email,2,1,1,0.014,2024-10-01,7-12,201,1.375,171.96,Low,2024-10,2025-06-01
C01879,2024-10-24,Basic,10.76,8,0,,billing,9.0,2.0,2025-06-22,PayPal,Europe,25-34,Direct,3,1,1,0.034,2024-10-01,7-12,167,1.125,83.15,Low,2024-10,
C02018,2024-10-24,Standard,39.36,7,1,2025-10-01,billing,8.0,3.0,2024-11-27,Card,Europe,18-24,Organic Search,5,0,1,0.15387499999999998,2024-10-01,7-12,374,1.1428571428571428,233.12,Medium,2024-10,2025-10-01
C04121,2024-10-24,Basic,21.91,8,1,2025-02-21,billing,6.0,1.0,2025-01-28,Wallet,APAC,35-44,Email,2,2,1,0.01,2024-10-01,7-12,312,0.75,173.53,Low,2024-10,2025-02-01
C04141,2024-10-24,Standard,41.65,5,1,2025-02-25,billing,8.0,2.0,2025-07-02,Card,Europe,25-34,Referral,2,0,1,0.15387499999999998,2024-10-01,4-6,157,1.6,176.21,Low,2024-10,2025-02-01
C05135,2024-10-24,Standard,41.72,6,1,2025-11-02,price sensitivity,12.0,2.0,2025-01-07,Wallet,Europe,25-34,Partnerships,2,0,1,0.018,2024-10-01,4-6,333,2.0,245.81,Medium,2024-10,2025-11-01
C00318,2024-10-25,Standard,44.29,7,1,2025-04-29,billing,7.0,1.0,2025-04-14,Card,Latin America,55+,Direct,1,0,1,0.031,2024-10-01,7-12,236,1.0,300.42,Medium,2024-10,2025-04-01
C00713,2024-10-25,Basic,14.42,4,1,2025-02-15,no usage,8.0,3.0,2025-01-03,Wallet,Latin America,25-34,Referral,1,0,1,0.023,2024-10-01,4-6,337,2.0,56.35,Low,2024-10,2025-02-01
C01785,2024-10-25,Premium,78.5,8,0,,billing,15.0,1.0,2025-06-14,Card,North America,18-24,Referral,3,0,1,0.049,2024-10-01,7-12,175,1.875,597.23,High,2024-10,
C02268,2024-10-25,Premium,71.74,8,0,,billing,17.0,0.0,2025-06-25,Card,North America,45-54,Partnerships,5,0,1,0.031,2024-10-01,7-12,164,2.125,556.13,High,2024-10,
C03047,2024-10-25,Standard,38.23,8,0,,billing,11.0,1.0,2025-06-14,ACH,North America,45-54,Partnerships,3,0,1,0.014,2024-10-01,7-12,175,1.375,301.56,Medium,2024-10,
C04686,2024-10-25,Standard,48.74,8,1,2025-03-19,support issues,11.0,2.0,2025-02-17,ACH,North America,35-44,Organic Search,4,0,1,0.067,2024-10-01,7-12,292,1.375,363.8,Medium,2024-10,2025-03-01
C04941,2024-10-25,Standard,31.72,8,0,,billing,17.0,0.0,2025-06-21,Card,North America,35-44,Paid Ads,5,0,1,0.027,2024-10-01,7-12,168,2.125,246.91,Medium,2024-10,
C06374,2024-10-25,Basic,15.73,8,1,2025-06-14,billing,7.0,1.0,2025-05-15,Card,Latin America,25-34,Email,3,1,1,0.067,2024-10-01,7-12,205,0.875,117.41,Low,2024-10,2025-06-01
C06861,2024-10-25,Basic,22.93,8,1,2025-02-16,billing,7.0,0.0,2025-02-04,PayPal,Latin America,55+,Partnerships,1,1,1,0.079,2024-10-01,7-12,305,0.875,168.95,Low,2024-10,2025-02-01
C07367,2024-10-25,Basic,19.96,5,1,2025-02-13,product dissatisfaction,8.0,3.0,2025-01-23,Card,North America,18-24,Partnerships,3,0,1,0.026,2024-10-01,4-6,317,1.6,97.21,Low,2024-10,2025-02-01
C00731,2024-10-26,Standard,36.57,8,0,,billing,12.0,0.0,2025-06-26,Card,Europe,18-24,Partnerships,5,0,1,0.014,2024-10-01,7-12,163,1.5,288.46,Medium,2024-10,
C03245,2024-10-26,Standard,29.69,8,0,,billing,12.0,0.0,2025-06-18,Card,North America,35-44,Email,2,0,1,0.15387499999999998,2024-10-01,7-12,171,1.5,200.97,Medium,2024-10,
C03354,2024-10-26,Basic,12.2,4,1,2024-12-27,no usage,7.0,1.0,2024-02-12,Card,APAC,35-44,Direct,1,0,1,0.035,2024-10-01,4-6,663,1.75,47.09,Low,2024-10,2024-12-01
C03953,2024-10-26,Standard,37.7,8,1,2025-02-28,no usage,11.0,0.0,2025-03-02,Card,Latin America,55+,Organic Search,5,0,1,0.075,2024-10-01,7-12,279,1.375,278.98,Medium,2024-10,2025-02-01
C04594,2024-10-26,Basic,17.63,8,1,2025-06-21,billing,8.0,2.0,2025-05-28,Card,North America,25-34,Direct,3,0,1,0.033,2024-10-01,7-12,192,1.0,136.39,Low,2024-10,2025-06-01
C06585,2024-10-26,Basic,15.88,6,1,2025-01-25,billing,8.0,1.0,2025-02-01,ACH,Latin America,25-34,Partnerships,2,1,1,0.036,2024-10-01,4-6,308,1.3333333333333333,91.85,Low,2024-10,2025-01-01
C07157,2024-10-26,Standard,35.67,8,1,2025-05-09,billing,13.0,2.0,2025-04-01,Wallet,North America,55+,Organic Search,5,0,1,0.15387499999999998,2024-10-01,7-12,249,1.625,241.45,Medium,2024-10,2025-05-01
C07245,2024-10-26,Premium,83.19125,3,1,2025-01-24,billing,11.0,2.0,2024-12-24,Card,North America,25-34,Referral,3,0,1,0.072,2024-10-01,0-3,347,3.6666666666666665,231.6,Medium,2024-10,2025-01-01
C00760,2024-10-27,Basic,18.51,5,1,2025-01-24,price sensitivity,4.0,2.0,2024-12-23,Card,Europe,45-54,Direct,2,1,1,0.046,2024-10-01,4-6,348,0.8,88.29,Low,2024-10,2025-01-01
C02691,2024-10-27,Standard,43.8,8,1,2025-05-27,billing,9.0,2.0,2025-05-11,Card,Latin America,25-34,Organic Search,3,1,1,0.15387499999999998,2024-10-01,7-12,209,1.125,296.48,Medium,2024-10,2025-05-01
C03280,2024-10-27,Premium,79.81,8,1,2025-07-05,billing,14.0,1.0,2025-11-04,Wallet,North America,35-44,Referral,3,0,1,0.005,2024-10-01,7-12,32,1.75,635.29,High,2024-10,2025-07-01
C03934,2024-10-27,Premium,69.1,8,0,,billing,14.0,1.0,2025-06-20,Card,Europe,55+,Organic Search,4,0,1,0.075,2024-10-01,7-12,169,1.75,511.34,High,2024-10,
C04600,2024-10-27,Basic,22.22,8,0,,billing,5.0,1.0,2025-06-20,PayPal,APAC,35-44,Organic Search,3,0,1,0.058,2024-10-01,7-12,169,0.625,167.45,Low,2024-10,
C05294,2024-10-27,Standard,46.64,8,0,,billing,9.0,1.0,2025-06-23,Card,APAC,55+,Organic Search,4,0,1,0.023,2024-10-01,7-12,166,1.125,364.54,Medium,2024-10,
C06795,2024-10-27,Basic,15.86,4,1,2025-01-22,billing,7.0,3.0,2024-12-28,ACH,APAC,18-24,Organic Search,0,1,1,0.005,2024-10-01,4-6,343,1.75,63.12,Low,2024-10,2025-01-01
C07471,2024-10-27,Basic,22.03,8,0,,billing,6.0,3.0,2025-06-19,Card,APAC,35-44,Direct,0,0,1,0.142,2024-10-01,7-12,170,0.75,151.21,Low,2024-10,
C00317,2024-10-28,Basic,16.95,5,1,2025-01-12,product dissatisfaction,4.0,2.0,2024-08-12,Card,Europe,18-24,Referral,1,1,1,0.049,2024-10-01,4-6,481,0.8,80.6,Low,2024-10,2025-01-01
C00737,2024-10-28,Standard,43.95,8,0,,billing,14.0,1.0,2025-06-22,Card,North America,18-24,Direct,2,0,1,0.052,2024-10-01,7-12,167,1.75,333.32,Medium,2024-10,
C01033,2024-10-28,Premium,78.92,8,0,,billing,15.0,1.0,2025-06-24,PayPal,APAC,25-34,Paid Ads,5,0,1,0.065,2024-10-01,7-12,165,1.875,590.32,High,2024-10,
C01724,2024-10-28,Basic,26.89,8,1,2025-06-18,billing,7.0,2.0,2025-05-09,Card,APAC,18-24,Email,3,1,1,0.078,2024-10-01,7-12,211,0.875,198.34,Medium,2024-10,2025-06-01
C02573,2024-10-28,Premium,82.1,8,0,,billing,13.0,3.0,2025-06-19,Card,North America,55+,Direct,3,0,1,0.072,2024-10-01,7-12,170,1.625,609.51,High,2024-10,
C02709,2024-10-28,Standard,37.59,8,0,,billing,10.0,1.0,2025-06-21,Card,Latin America,18-24,Direct,2,0,1,0.079,2024-10-01,7-12,168,1.25,276.96,Medium,2024-10,
C03999,2024-10-28,Basic,23.55,4,1,2024-12-16,no usage,6.0,1.0,2024-05-12,PayPal,Europe,25-34,Paid Ads,2,3,1,0.007,2024-10-01,4-6,573,1.5,93.54,Low,2024-10,2024-12-01
C04133,2024-10-28,Basic,24.92,5,1,2025-06-03,billing,3.0,1.0,2025-06-02,ACH,APAC,55+,Paid Ads,0,2,1,0.053,2024-10-01,4-6,187,0.6,118.0,Low,2024-10,2025-06-01
C05407,2024-10-28,Standard,34.93,8,0,,billing,11.0,2.0,2025-06-21,Card,Europe,18-24,Direct,5,1,1,0.065,2024-10-01,7-12,168,1.375,261.28,Medium,2024-10,
C05616,2024-10-28,Basic,20.73,4,1,2025-01-02,billing,5.0,0.0,2025-01-15,ACH,Europe,25-34,Organic Search,2,1,1,0.014,2024-10-01,4-6,325,1.25,81.76,Low,2024-10,2025-01-01
C06929,2024-10-28,Basic,16.12,8,1,2025-04-07,product dissatisfaction,7.0,2.0,2025-03-19,Card,APAC,18-24,Referral,4,0,1,0.05,2024-10-01,7-12,262,0.875,122.51,Low,2024-10,2025-04-01
C07434,2024-10-28,Premium,61.46,8,0,,billing,12.0,0.0,2025-06-18,Wallet,Europe,25-34,Organic Search,2,0,1,0.007,2024-10-01,7-12,171,1.5,488.24,Medium,2024-10,
C01218,2024-10-29,Basic,20.22,4,1,2025-01-26,product dissatisfaction,7.0,5.0,2024-03-12,Card,North America,18-24,Organic Search,0,0,1,0.064,2024-10-01,4-6,634,1.75,75.7,Low,2024-10,2025-01-01
C03031,2024-10-29,Basic,25.48,8,0,,billing,12.0,1.0,2025-06-20,Card,Europe,18-24,Referral,3,0,1,0.001,2024-10-01,7-12,169,1.5,203.64,Medium,2024-10,
C06138,2024-10-29,Standard,47.52,8,0,,billing,6.0,3.0,2025-06-24,Card,Latin America,35-44,Partnerships,4,0,1,0.077,2024-10-01,7-12,165,0.75,350.89,Medium,2024-10,
C01009,2024-10-30,Basic,15.16,8,0,,billing,9.0,0.0,2025-06-23,Card,North America,45-54,Direct,5,0,1,0.065,2024-10-01,7-12,166,1.125,113.4,Low,2024-10,
C01714,2024-10-30,Standard,33.23,8,0,,billing,10.0,2.0,2025-06-28,ACH,Latin America,25-34,Paid Ads,3,0,1,0.065,2024-10-01,7-12,161,1.25,248.56,Medium,2024-10,
C02087,2024-10-30,Premium,73.46,8,0,,billing,20.0,1.0,2025-06-30,PayPal,North America,25-34,Partnerships,5,0,1,0.053,2024-10-01,7-12,159,2.5,556.53,High,2024-10,
C03680,2024-10-30,Premium,83.19125,8,0,,billing,16.0,0.0,2025-06-23,Card,Europe,45-54,Partnerships,5,0,1,0.002,2024-10-01,7-12,166,2.0,664.2,High,2024-10,
C03946,2024-10-30,Standard,44.82,8,0,,billing,10.0,0.0,2025-06-22,Card,Latin America,55+,Referral,5,0,1,0.065,2024-10-01,7-12,167,1.25,335.25,Medium,2024-10,
C04279,2024-10-30,Premium,73.78,2,1,2024-12-21,no usage,14.0,1.0,2024-11-26,Card,Europe,45-54,Direct,3,0,1,0.072,2024-10-01,0-3,375,7.0,136.94,Low,2024-10,2024-12-01
C05191,2024-10-30,Basic,16.38,8,1,2025-05-14,price sensitivity,6.0,3.0,2025-03-31,Wallet,North America,35-44,Referral,2,0,1,0.08,2024-10-01,7-12,250,0.75,120.56,Low,2024-10,2025-05-01
C05791,2024-10-30,Premium,83.17,8,0,,billing,16.0,0.0,2025-06-24,PayPal,Europe,18-24,Paid Ads,4,1,1,0.07,2024-10-01,7-12,165,2.0,618.78,High,2024-10,
C06259,2024-10-30,Basic,18.66,8,1,2025-03-20,no usage,3.0,4.0,2025-08-02,Card,Latin America,25-34,Direct,2,0,1,0.15387499999999998,2024-10-01,7-12,126,0.375,126.31,Low,2024-10,2025-03-01
C07083,2024-10-30,Basic,19.41,8,1,2025-04-18,competitor,5.0,2.0,2025-03-15,Card,North America,35-44,Paid Ads,2,1,1,0.075,2024-10-01,7-12,266,0.625,143.63,Low,2024-10,2025-04-01
C00886,2024-10-31,Basic,26.28,4,1,2025-01-28,billing,6.0,3.0,2024-12-28,PayPal,Europe,55+,Partnerships,0,0,1,0.15387499999999998,2024-10-01,4-6,343,1.5,88.94,Low,2024-10,2025-01-01
C01232,2024-10-31,Basic,22.59,8,0,,billing,8.0,2.0,2025-06-17,PayPal,Latin America,35-44,Referral,0,0,1,0.15387499999999998,2024-10-01,7-12,172,1.0,152.91,Low,2024-10,
C01573,2024-10-31,Premium,71.54,8,1,2025-06-29,billing,14.0,1.0,2025-05-30,PayPal,North America,45-54,Partnerships,4,0,1,0.047,2024-10-01,7-12,190,1.75,545.42,High,2024-10,2025-06-01
C02965,2024-10-31,Standard,39.24,5,1,2025-02-28,price sensitivity,12.0,3.0,2025-01-22,Card,North America,18-24,Partnerships,5,0,1,0.076,2024-10-01,4-6,318,2.4,181.29,Low,2024-10,2025-02-01
C03851,2024-10-31,Premium,77.42,8,0,,billing,15.0,0.0,2025-06-30,Card,Latin America,35-44,Partnerships,5,0,1,0.057,2024-10-01,7-12,159,1.875,584.06,High,2024-10,
C03958,2024-10-31,Standard,34.06,8,0,,billing,8.0,1.0,2025-06-23,Card,APAC,25-34,Paid Ads,1,0,1,0.039,2024-10-01,7-12,166,1.0,261.85,Medium,2024-10,
C04932,2024-10-31,Standard,33.47,8,0,,billing,10.0,0.0,2025-06-30,ACH,Latin America,35-44,Organic Search,2,1,1,0.079,2024-10-01,7-12,159,1.25,246.61,Medium,2024-10,
C07420,2024-10-31,Standard,40.21,8,0,,billing,9.0,1.0,2025-06-25,Card,Europe,35-44,Direct,4,3,1,0.071,2024-10-01,7-12,164,1.125,298.84,Medium,2024-10,
C00662,2024-11-01,Basic,11.4,7,0,,billing,5.0,2.0,2025-05-27,Card,APAC,55+,Organic Search,2,0,1,0.018,2024-11-01,7-12,193,0.7142857142857143,78.36,Low,2024-11,
C00960,2024-11-01,Basic,23.91,17,0,,billing,9.0,0.0,2025-06-06,PayPal,North America,25-34,Partnerships,5,1,1,0.061,2024-11-01,13-24,183,0.5294117647058824,381.68,Medium,2024-11,
C01252,2024-11-01,Standard,28.73,17,0,,billing,10.0,3.0,2025-09-06,Card,North America,18-24,Email,2,0,1,0.074,2024-11-01,13-24,91,0.5882352941176471,452.27,Medium,2024-11,
C01349,2024-11-01,Premium,68.6,3,1,2025-01-27,billing,14.0,1.0,2024-12-30,Card,Latin America,25-34,Organic Search,4,0,1,0.065,2024-11-01,0-3,341,4.666666666666667,192.42,Low,2024-11,2025-01-01
C01860,2024-11-01,Standard,31.85,7,1,2025-03-30,billing,8.0,1.0,2025-03-13,ACH,North America,25-34,Email,2,0,1,0.079,2024-11-01,7-12,268,1.1428571428571428,205.34,Medium,2024-11,2025-03-01
C02057,2024-11-01,Standard,56.22,2,1,2024-11-26,billing,12.0,2.0,2024-01-11,Card,APAC,55+,Direct,1,0,1,0.15387499999999998,2024-11-01,0-3,695,6.0,95.14,Low,2024-11,2024-11-01
C02357,2024-11-01,Premium,63.34,17,0,,billing,17.0,0.0,2025-06-03,Card,North America,35-44,Email,5,1,1,0.078,2024-11-01,13-24,186,1.0,992.79,High,2024-11,
C03272,2024-11-01,Premium,83.19125,9,1,2024-12-06,product dissatisfaction,15.0,0.0,2024-05-19,Card,North America,45-54,Organic Search,2,0,1,0.051,2024-11-01,7-12,566,1.6666666666666667,710.54,High,2024-11,2024-12-01
C03698,2024-11-01,Basic,14.98,17,0,,billing,10.0,3.0,2025-09-06,Card,Europe,18-24,Partnerships,3,0,1,0.063,2024-11-01,13-24,91,0.5882352941176471,238.62,Medium,2024-11,
