customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct 
C05644,2024-09-11,Basic,12.48,9,0,,,11,2.0,2025-06-02,Card,North America,25-34,Email,2,0,1,0.087
C05645,"Jul 10, 2024",Standard,45.6,8,1,2024-12-31,price sensitivity,12,0.0,12/12/2024,Card,North America,25-34,Referral,4,0,1,0.187
C05646,2023-02-19,Standard,40.96,28,0,,,12,1.0,2025-06-11,Wallet,Latin America,18-24,Referral,5,0,1,0.022
C05647,03/12/2025,Standard,37.31,3,1,2025-04-14,billing,12,4.0,2025-03-12,ACH,Latin America,25-34,Paid Ads,5,0,1,0.046
C05648,2025-05-21,Premium,76.01,1,1,06/14/2025,billing,13,1.0,2025-05-21,PayPal,APAC,25-34,Organic Search,4,0,1,0.069
C05649,"Jun 07, 2025",Standard,32.77,1,0,,,10,0.0,2025-06-27,Wallet,APAC,45-54,Direct,1,1,1,0.012
C05650,13-06-2025,Standard,42.78,1,1,30-06-2025,competitor,10,2.0,"Jun 13, 2025",Card,Europe,35-44,Direct,1,0,1,0.025
C05651,04/27/2025,Standard,40.81,2,1,"May 31, 2025",billing,9,2.0,2025-04-27,PayPal,North America,25-34,Email,2,1,1,0.038
C05652,05-11-2024,Standard,42.5,7,1,2025-04-01,billing,11,2.0,2025-02-16,Wallet,North America,25-34,Organic Search,4,0,1,0.02
C05653,"Feb 21, 2023",Standard,39.47,28,0,,,12,3.0,12-06-2025,Card,Europe,45-54,Organic Search,5,0,1,0.011
C05654,2024-02-29,Standard,40.23,16,0,,,7,3.0,2025-06-26,Card,APAC,35-44,Direct,2,0,1,0.015
C05655,12-08-2023,Standard,37.22,11,1,2024-01-08,price sensitivity,13,3.0,12/15/2023,Card,North America,35-44,Paid Ads,3,0,1,0.027
C05656,2023-07-20,Standard,45.46,10,1,15-05-2024,billing,12,3.0,2024-04-05,Card,North America,25-34,Organic Search,1,0,1,0.061
C05657,2025-01-27,Standard,42.64,5,1,16-04-2025,support issues,11,3.0,18-03-2025,Card,Europe,18-24,Paid Ads,2,1,1,0.079
C05658,01/11/2025,Basic,19.69,5,1,2025-04-18,competitor,3,3.0,02-03-2025,Card,APAC,55+,Organic Search,1,1,1,0.017
C05659,"Apr 21, 2024",Standard,38.19,9,1,2024-11-13,billing,11,1.0,"Oct 15, 2024",Card,Europe,25-34,Partnerships,1,0,1,0.287
C05660,02-11-2024,Standard,28.39,7,0,,,14,0.0,05/26/2025,ACH,Latin America,25-34,Partnerships,5,1,1,0.073
C05661,2023-04-28,Basic,11.06,18,1,2024-04-29,billing,9,5.0,03/28/2024,Card,Europe,18-24,Direct,2,0,1,0.009
C05662,07/22/2023,Basic,17.53,23,0,,,7,4.0,2025-06-14,Card,North America,35-44,Paid Ads,4,0,1,0.048
C05663,23-02-2025,Basic,24.07,1,1,"Mar 24, 2025",billing,4,2.0,23-02-2025,Card,Europe,45-54,Direct,0,1,1,0.031
C05664,02/16/2024,Premium,71.95,16,0,,,12,0.0,2025-06-07,Wallet,Latin America,35-44,Direct,4,0,1,0.122
C05665,2024-05-13,Premium,72.34,13,0,,,18,0.0,2025-05-29,PayPal,Latin America,45-54,Partnerships,5,0,1,0.03
C05666,"Feb 27, 2024",Standard,33.17,16,0,,,14,3.0,2025-06-16,Card,Europe,25-34,Referral,2,0,1,0.05
C05667,"Jul 04, 2023",Basic,13.84,23,0,,,10,1.0,05/25/2025,PayPal,North America,25-34,Email,2,0,1,0.04
C05668,"Jan 23, 2025",Standard,33.52,1,1,02/20/2025,billing,6,2.0,25-01-2025,PayPal,North America,55+,Paid Ads,1,2,1,0.032
C05669,22-11-2024,Standard,40.67,7,0,,,13,1.0,07-06-2025,PayPal,North America,25-34,Direct,4,0,1,0.009
C05670,09/15/2024,Premium,74.08,9,0,,,17,,06/03/2025,PayPal,North America,45-54,Partnerships,4,0,1,0.277
C05671,"Nov 19, 2023",Basic,16.85,14,1,"May 27, 2024",support issues,6,6.0,"Apr 23, 2024",Card,North America,35-44,Email,1,2,1,0.072
C05672,2024-08-09,Basic,16.49,6,1,20-10-2024,billing,5,3.0,2024-09-18,Card,Latin America,25-34,Email,0,1,1,0.032
C05673,2025-05-19,Standard,40.42,1,1,2025-06-14,product dissatisfaction,13,1.0,19-05-2025,PayPal,APAC,55+,Paid Ads,2,0,1,0.043
C05674,2024-08-15,Basic,20.56,10,1,2025-01-30,competitor,6,2.0,"Jan 11, 2025",PayPal,Latin America,25-34,Direct,3,1,1,0.051
C05675,26-03-2024,Standard,27.79,7,1,2024-09-09,billing,9,1.0,2024-08-15,Card,Latin America,35-44,Paid Ads,3,0,1,0.034
C05676,"Sep 04, 2023",Standard,34.44,21,0,,,16,1.0,2025-05-27,Card,APAC,25-34,Direct,5,0,1,0.114
C05677,2024-04-21,Basic,18.64,11,1,"Aug 21, 2024",price sensitivity,7,1.0,"Jul 21, 2024",Card,APAC,35-44,Organic Search,3,0,1,0.003
C05678,12/06/2023,Standard,41.63,11,1,10/07/2024,price sensitivity,11,2.0,2024-08-30,Card,North America,35-44,Paid Ads,0,0,1,0.009
C05679,"Jul 11, 2024",Standard,39.77,3,1,2024-09-15,billing,13,0.0,2024-09-03,Card,North America,25-34,Email,2,0,1,0.295
C05680,2023-02-11,Premium,87.23,28,0,,,16,1.0,05/26/2025,Card,North America,55+,Partnerships,3,0,1,0.075
C05681,"Jun 23, 2023",Standard,30.53,24,0,,,9,1.0,"Jun 14, 2025",Card,APAC,18-24,Referral,1,0,1,0.264
C05682,"Dec 18, 2024",Basic,20.66,6,0,,,8,1.0,"Jun 07, 2025",Card,North America,25-34,Organic Search,1,0,1,0.065
C05683,2023-12-14,Standard,51.31,18,1,2024-07-02,billing,6,1.0,"Jun 05, 2024",Card,North America,18-24,Paid Ads,3,1,1,0.008
C05684,"Jan 30, 2024",Standard,39.29,17,0,,,11,3.0,2025-06-19,Card,Europe,35-44,Organic Search,5,0,1,0.165
C05685,"May 11, 2024",Standard,39.53,13,0,,,12,1.0,"May 29, 2025",Card,Europe,25-34,Organic Search,4,0,1,0.043
C05686,02/04/2024,Standard,42.12,16,0,,,14,1.0,2025-05-15,Card,Europe,35-44,Email,3,0,1,0.063
C05687,2024-11-22,Basic,16.82,7,1,"May 15, 2025",no usage,9,0.0,22-04-2025,Card,Latin America,35-44,Referral,3,0,1,0.012
C05688,08/12/2023,Standard,33.32,22,0,,,13,3.0,2025-05-22,Card,Europe,45-54,Organic Search,5,0,1,0.052
C05689,2024-11-22,Standard,39.35,6,1,27-01-2025,billing,10,1.0,2025-01-05,Card,APAC,55+,Direct,3,0,1,0.069
C05690,07/10/2023,Basic,12.38,14,1,2024-01-13,billing,5,2.0,12/22/2023,Card,North America,45-54,Organic Search,5,1,1,0.076
C05691,"Dec 04, 2023",Standard,41.38,8,1,19-05-2024,billing,9,3.0,04/12/2024,PayPal,APAC,25-34,Paid Ads,3,1,1,0.236
C05692,2024-06-20,Premium,84.65,12,0,,,14,0.0,"Jun 17, 2025",Card,Europe,45-54,Organic Search,5,0,1,0.206
C05693,2025-03-19,Standard,29.38,1,1,"Apr 16, 2025",price sensitivity,13,3.0,29-03-2025,Card,North America,18-24,Organic Search,2,0,1,0.028
C05694,08/01/2023,Basic,19.65,22,0,,,10,1.0,2025-05-26,Card,APAC,18-24,Referral,4,0,1,0.016
C05695,"Jun 19, 2024",Standard,37.7,10,1,12/17/2024,support issues,11,0.0,10-12-2024,Card,APAC,25-34,Direct,2,0,1,0.034
C05696,02/28/2023,Basic,24.91,28,0,,,9,1.0,25-06-2025,Card,APAC,25-34,Referral,3,0,1,0.017
C05697,2023-03-10,Standard,46.86,14,1,08/07/2023,no usage,11,2.0,12-07-2023,Card,APAC,35-44,Partnerships,1,0,1,0.074
C05698,2024-11-30,Standard,44.05,7,0,,,9,1.0,"Jun 22, 2025",PayPal,Europe,25-34,Email,2,0,1,0.037
C05699,2024-10-17,Basic,23.84,3,1,11/28/2024,billing,8,1.0,2024-11-23,Card,North America,35-44,Partnerships,5,0,1,0.025
C05700,2023-12-10,Basic,17.54,10,1,04-09-2024,billing,5,0.0,"Aug 07, 2024",PayPal,North America,55+,Email,2,1,1,0.074
C05701,2024-07-22,Premium,81.6,11,0,,,16,0.0,12-06-2025,PayPal,APAC,25-34,Email,3,0,1,0.024
C05702,13-12-2023,Basic,17.99,12,1,08/01/2024,competitor,7,1.0,2024-06-30,Card,APAC,25-34,Partnerships,2,0,1,0.04
C05703,09/10/2023,Premium,69.03,12,1,03-02-2024,product dissatisfaction,12,0.0,01/21/2024,PayPal,APAC,18-24,Paid Ads,3,0,1,0.037
C05704,2024-01-29,Standard,39.5,17,0,,,13,1.0,06/15/2025,ACH,APAC,25-34,Organic Search,3,0,1,0.067
C05705,2023-10-12,Standard,38.5,8,1,2024-04-21,billing,8,0.0,16-04-2024,Card,Latin America,55+,Direct,5,0,1,0.039
C05706,2025-01-13,Basic,18.19,5,0,,,10,3.0,06/13/2025,Card,North America,18-24,Partnerships,1,0,1,0.028
C05707,01/11/2024,Basic,18.76,7,1,06/10/2024,no usage,9,1.0,2024-05-23,Card,North America,25-34,Partnerships,1,0,1,0.01
C05708,20-10-2023,Basic,19.24,11,1,2024-04-07,,8,1.0,26-03-2024,Card,Europe,25-34,Direct,1,0,1,0.043
C05709,2024-05-03,Standard,44.33,13,0,,,10,0.0,2025-05-25,Card,Latin America,25-34,Partnerships,4,0,1,0.165
C05710,11/22/2024,Premium,73.16,7,0,,,16,0.0,14-06-2025,Card,North America,35-44,Direct,2,0,1,0.145
C05711,2023-09-07,Premium,66.2,21,0,,,18,1.0,"May 29, 2025",Card,APAC,55+,Direct,5,0,1,0.053
C05712,2025-05-06,Basic,21.71,1,1,2025-05-29,billing,6,0.0,2025-05-08,Card,Latin America,35-44,Organic Search,2,0,1,0.037
C05713,2024-02-27,Basic,22.43,16,0,,,9,2.0,19-06-2025,Card,North America,25-34,Referral,4,0,1,0.003
C05714,08/25/2024,Basic,20.43,10,0,,,8,2.0,2025-06-12,Wallet,APAC,35-44,Organic Search,3,0,1,0.067
C05715,2025-05-23,Premium,67.61,1,0,,,15,0.0,2025-06-15,Card,Europe,45-54,Organic Search,5,0,1,0.005
C05716,2024-01-29,Basic,18.47,11,1,2024-12-08,billing,7,2.0,2024-10-30,Wallet,Latin America,25-34,Referral,2,0,1,0.033
C05717,02-07-2023,Basic,20.14,23,0,,,9,3.0,2025-05-25,Card,Europe,35-44,Organic Search,5,1,1,0.162
C05718,11/12/2024,Standard,32.59,7,0,,,10,1.0,2025-06-07,Card,Europe,35-44,Email,2,0,1,0.026
C05719,2023-01-07,Standard,34.41,29,0,,,12,0.0,05/27/2025,Card,North America,45-54,Referral,4,0,1,0.05
C05720,2024-02-22,Basic,18.41,11,1,2024-10-05,no usage,11,0.0,2024-09-11,Card,Europe,18-24,Direct,1,0,1,0.068
C05721,12-06-2025,Standard,46.1,1,0,,,10,2.0,2025-06-21,Card,Latin America,45-54,Organic Search,1,0,1,0.045
C05722,01/13/2024,Basic,19.9,17,0,,,5,1.0,2025-06-03,Card,APAC,45-54,Partnerships,3,0,1,0.074
C05723,"Sep 15, 2024",Basic,16.71,3,1,2024-10-20,billing,7,1.0,"Sep 15, 2024",PayPal,APAC,35-44,Referral,2,0,1,0.025
C05724,2024-04-24,Basic,18.19,14,1,2025-05-01,price sensitivity,7,1.0,2025-03-21,Card,North America,25-34,Referral,3,1,1,0.041
C05725,07/15/2023,Basic,16.33,16,1,2024-03-18,competitor,9,3.0,2024-01-27,Card,APAC,25-34,Direct,0,0,1,0.044
C05726,"Oct 17, 2023",Premium,74.88,20,0,,,16,0.0,2025-06-16,Card,North America,45-54,Referral,5,0,1,0.014
C05727,2024-04-22,Standard,43.33,14,0,,,17,0.0,,ACH,North America,35-44,Referral,3,0,1,0.04
C05728,06-04-2023,Standard,27.48,21,1,"Nov 15, 2023",billing,9,1.0,2023-10-07,Wallet,Latin America,55+,Direct,5,0,1,0.052
C05729,2024-01-14,Basic,24.26,9,1,"May 22, 2024",,6,2.0,2024-04-15,Card,APAC,25-34,Partnerships,2,2,1,0.008
C05730,"Jan 14, 2024",Standard,52.14,17,0,,,7,1.0,10-06-2025,Card,APAC,25-34,Paid Ads,2,0,1,0.1
C05731,"Jan 31, 2025",Premium,80.63,5,0,,,14,0.0,2025-06-27,Wallet,APAC,45-54,Email,2,0,1,0.042
C05732,2023-04-23,Basic,15.68,19,1,2023-12-04,billing,8,2.0,2023-10-19,Wallet,North America,45-54,Paid Ads,1,0,1,0.03
C05733,2025-02-07,Premium,90.63,4,0,,,9,1.0,06/07/2025,PayPal,North America,35-44,Paid Ads,3,0,1,0.031
C05734,10-01-2024,Standard,40.67,17,0,,,11,0.0,04-06-2025,PayPal,North America,45-54,Paid Ads,3,0,1,0.068
C05735,17-08-2024,Standard,35.84,10,0,,,12,0.0,06/17/2025,Card,Europe,25-34,Paid Ads,4,0,1,0.295
C05736,2024-05-22,Basic,15.11,13,0,,,8,1.0,"Jun 17, 2025",Card,Europe,25-34,Paid Ads,2,0,1,0.131
C05737,10/01/2023,Standard,36.56,20,0,,,14,1.0,05/25/2025,Card,North America,18-24,Partnerships,5,0,1,0.037
C05738,2025-04-28,Standard,40.16,2,0,,,13,0.0,21-06-2025,Card,Europe,25-34,Referral,2,0,1,0.237
C05739,"Jul 24, 2023",Premium,87.96,23,0,,,14,0.0,2025-06-19,PayPal,Europe,35-44,Email,3,0,1,0.113
C05740,2023-02-03,Premium,81.84,28,0,,,15,0.0,2025-06-02,Card,Latin America,25-34,Organic Search,5,0,1,0.019
C05741,15-11-2024,Basic,20.82,7,1,"Apr 02, 2025",competitor,5,3.0,2025-03-04,Card,Europe,55+,Direct,1,2,1,0.029
C05742,"Jul 20, 2024",Premium,75.66,11,0,,,20,0.0,2025-06-19,PayPal,North America,25-34,Organic Search,5,0,1,0.011
C05743,03/23/2025,Premium,87.55,3,1,06/13/2025,billing,13,3.0,2025-05-06,Card,Latin America,35-44,Referral,1,0,1,0.243
C05744,02/22/2024,Standard,37.76,11,1,10/13/2024,billing,11,2.0,10/03/2024,Card,Latin America,35-44,Paid Ads,1,1,1,0.015
C05745,01/16/2023,Basic,26.35,20,1,2023-12-03,price sensitivity,4,1.0,01-11-2023,PayPal,North America,25-34,Direct,0,1,1,0.004
C05746,2023-01-19,Basic,16.39,25,1,31-01-2025,,9,1.0,01/07/2025,Card,North America,35-44,Direct,2,0,1,0.019
C05747,2024-01-31,Basic,20.58,11,1,10/25/2024,no usage,5,3.0,"Sep 20, 2024",Card,APAC,55+,Organic Search,2,0,1,0.029
C05748,08/16/2023,Basic,27.76,9,1,27-01-2024,price sensitivity,2,2.0,12/20/2023,Card,Latin America,55+,Organic Search,1,0,1,0.005
C05749,2025-04-21,Premium,89.42,2,0,,,18,0.0,2025-06-13,Card,North America,25-34,Paid Ads,5,0,1,0.077
C05750,2023-04-19,Basic,21.98,26,0,,,11,3.0,31-05-2025,Card,Europe,35-44,Organic Search,4,1,1,0.167
C05751,2025-03-14,Standard,40.78,3,0,,,12,0.0,06/07/2025,ACH,Europe,18-24,Direct,3,0,1,0.069
C05752,17-07-2023,Standard,39.32,23,0,,,14,1.0,"Jun 12, 2025",Card,North America,25-34,Referral,2,0,1,0.057
C05753,2023-04-19,Standard,37.96,26,0,,,14,1.0,"Jun 05, 2025",Card,North America,25-34,Partnerships,3,0,1,0.062
C05754,09/08/2023,Basic,16.75,11,1,2024-06-04,no usage,3,4.0,2024-04-23,Card,APAC,55+,Email,0,0,1,0.221
C05755,12-05-2023,Standard,29.79,15,1,2023-12-04,product dissatisfaction,8,0.0,"Nov 14, 2023",PayPal,Europe,35-44,Paid Ads,4,0,1,0.235
C05756,2024-01-01,Standard,42.84,17,0,,,16,1.0,"May 28, 2025",Card,North America,25-34,Email,5,0,1,0.018
C05757,"Oct 29, 2023",Standard,29.77,20,0,,,8,1.0,06/28/2025,ACH,Latin America,55+,Partnerships,4,0,1,0.002
C05758,04/27/2024,Basic,21.61,14,1,14-10-2024,billing,6,3.0,2024-09-19,Card,Europe,35-44,Organic Search,3,1,1,0.012
C05759,04-05-2024,Standard,37.14,13,1,"Nov 09, 2024",support issues,10,0.0,15-10-2024,PayPal,Latin America,18-24,Partnerships,2,0,1,0.181
C05760,2023-01-01,Basic,15.18,15,1,01-12-2023,competitor,5,3.0,"Oct 08, 2023",Card,North America,45-54,Referral,2,0,1,0.006
C05761,2023-04-24,Standard,47.43,17,1,03/02/2024,price sensitivity,11,1.0,2024-02-04,Wallet,North America,35-44,Direct,3,0,1,0.065
C05762,28-05-2023,Standard,30.31,25,0,,,12,1.0,2025-06-09,Card,North America,25-34,Direct,2,0,1,0.045
C05763,27-06-2023,Basic,16.34,20,1,01/21/2025,product dissatisfaction,8,4.0,"Dec 16, 2024",PayPal,APAC,25-34,Email,5,0,1,0.083
C05764,2023-03-27,Premium,73.27,27,0,,,17,0.0,2025-06-16,Card,Latin America,25-34,Direct,4,0,1,0.047
C05765,2023-10-14,Basic,19.6,14,1,2024-09-28,competitor,5,2.0,"Sep 05, 2024",Card,APAC,25-34,Partnerships,0,0,1,0.005
C05766,05/16/2024,Premium,72.87,13,0,,,14,2.0,"Jun 07, 2025",ACH,North America,45-54,Paid Ads,3,0,1,
C05767,2023-10-09,Premium,93.62,11,1,2024-05-23,billing,17,0.0,2024-04-22,Card,Latin America,25-34,Email,5,0,1,0.006
C05768,2023-10-28,Basic,13.51,20,0,,,11,1.0,2025-06-15,PayPal,Europe,25-34,Direct,5,1,1,0.075
C05769,2024-03-04,Basic,35.34,14,1,2024-09-08,billing,5,2.0,"Jul 28, 2024",Card,Latin America,55+,Partnerships,1,1,1,0.053
C05770,2024-05-15,Basic,14.76,13,0,,,5,2.0,"Jun 09, 2025",ACH,North America,55+,Partnerships,3,1,1,
C05771,2023-10-29,Premium,108.56,16,1,"Jan 23, 2025",billing,12,0.0,"Dec 26, 2024",Card,Latin America,45-54,Organic Search,5,0,1,0.049
C05772,2023-07-22,Standard,45.56,21,1,2024-04-29,billing,12,0.0,"Apr 06, 2024",Card,North America,45-54,Paid Ads,5,0,1,0.06
C05773,01/09/2024,Basic,18.56,13,1,2024-07-23,billing,3,3.0,11-06-2024,ACH,North America,55+,Partnerships,3,3,1,0.075
C05774,"Jan 23, 2023",Standard,40.36,18,1,"Jan 22, 2024",support issues,11,1.0,2023-12-22,ACH,Latin America,45-54,Email,4,0,1,0.05
C05775,2024-03-25,Basic,17.48,15,0,,,8,3.0,2025-06-10,ACH,North America,25-34,Direct,4,0,1,0.054
C05776,"May 08, 2025",Standard,41.08,1,0,,,12,2.0,2025-05-22,ACH,North America,18-24,Referral,5,0,1,0.032
C05777,"Dec 29, 2023",Standard,34.58,18,0,,,8,0.0,14-06-2025,Card,APAC,25-34,Paid Ads,5,0,1,0.137
C05778,2023-04-09,Basic,21.84,17,1,22-08-2024,no usage,8,4.0,19-07-2024,PayPal,North America,25-34,Referral,5,0,1,0.028
C05779,2024-10-06,Premium,80.82,8,1,2025-06-01,product dissatisfaction,15,0.0,15-05-2025,Card,Europe,25-34,Paid Ads,5,0,1,0.053
C05780,04/26/2023,Basic,15.04,26,0,,,7,2.0,"Jun 16, 2025",Card,APAC,25-34,Email,5,0,1,0.07
C05781,2023-06-26,Standard,41.56,24,0,,,13,0.0,2025-06-24,ACH,Latin America,18-24,Referral,5,0,1,0.053
C05782,2023-05-14,Standard,41.19,25,0,,,13,1.0,2025-06-08,Card,North America,35-44,Paid Ads,1,0,1,0.077
C05783,"Mar 16, 2025",Premium,71.83,3,1,2025-06-01,billing,11,1.0,2025-05-28,PayPal,Europe,25-34,Referral,4,0,1,0.054
C05784,13-06-2025,Standard,36.43,1,0,,,11,1.0,2025-06-21,Wallet,Europe,25-34,Email,1,0,1,0.05
C05785,06/03/2024,Premium,84.12,12,0,,,17,0.0,05/26/2025,PayPal,North America,35-44,Direct,3,0,1,0.231
C05786,2024-07-17,Basic,23.36,11,0,,,8,0.0,06/05/2025,Card,Latin America,25-34,Organic Search,0,0,1,0.049
C05787,2024-08-11,Premium,77.58,10,0,,,18,0.0,"May 26, 2025",ACH,APAC,25-34,Referral,5,0,1,0.264
C05788,2024-07-10,Basic,22.72,11,0,,,11,1.0,2025-06-03,Card,North America,25-34,Referral,0,1,1,0.042
C05789,05/11/2024,Standard,46.0,13,0,,,14,0.0,"May 30, 2025",Card,North America,35-44,Paid Ads,1,0,1,0.047
C05790,2025-06-18,Basic,24.21,1,1,30-06-2025,competitor,6,,06/18/2025,PayPal,Latin America,45-54,Direct,3,0,1,0.052
C05791,"Oct 30, 2024",Premium,83.17,8,0,,,16,0.0,"Jun 24, 2025",PayPal,Europe,18-24,Paid Ads,4,1,1,0.07
C05792,22-03-2023,Premium,69.98,27,0,,,17,0.0,"Jun 15, 2025",Card,Latin America,45-54,Referral,1,0,1,0.038
C05793,2023-12-24,Standard,44.35,18,0,,,17,2.0,22-06-2025,PayPal,North America,45-54,Referral,4,0,1,0.038
C05794,2025-06-07,Standard,37.85,1,0,,,10,0.0,06/16/2025,PayPal,North America,55+,Referral,4,0,1,0.044
C05795,"Jan 04, 2024",Standard,42.04,17,0,,,14,3.0,2025-05-30,Card,Latin America,45-54,Referral,5,0,1,0.027
C05796,2023-07-06,Basic,16.48,11,1,2024-04-16,billing,8,3.0,2024-03-12,Card,APAC,35-44,Direct,2,1,1,0.022
C05797,"Mar 03, 2025",Standard,35.4,3,1,2025-05-03,billing,9,3.0,15-04-2025,PayPal,North America,18-24,Organic Search,3,1,1,0.009
C05798,07/22/2024,Standard,34.79,9,1,2025-02-04,billing,5,1.0,2025-01-16,Card,APAC,18-24,Paid Ads,1,0,1,0.067
C05799,05/28/2024,Standard,31.05,13,0,,,10,2.0,06/14/2025,Card,Europe,25-34,Partnerships,2,0,1,0.132
C05800,2024-01-19,Basic,16.65,9,1,16-08-2024,no usage,7,2.0,26-07-2024,Card,North America,25-34,Email,0,0,1,0.078
C05801,2023-04-24,Premium,68.67,26,0,,,15,0.0,2025-06-22,PayPal,Europe,55+,Organic Search,5,0,1,0.023
C05802,12/17/2023,Basic,21.27,11,1,2024-11-06,product dissatisfaction,8,1.0,2024-10-09,PayPal,North America,25-34,Organic Search,4,0,1,0.155
C05803,02/03/2024,Standard,32.61,16,0,,,12,3.0,2025-05-25,ACH,Latin America,35-44,Email,0,0,1,0.111
C05804,2025-04-29,Basic,16.32,2,1,2025-06-07,no usage,7,4.0,12-05-2025,PayPal,North America,55+,Organic Search,1,1,1,0.032
C05805,08-10-2023,Basic,19.01,20,0,,,6,2.0,2025-05-31,ACH,Europe,18-24,Email,2,0,1,0.033
C05806,"May 17, 2023",Basic,26.25,24,1,01/29/2025,product dissatisfaction,9,2.0,2025-01-10,Card,North America,18-24,Partnerships,5,0,1,0.051
C05807,2024-01-25,Basic,16.23,13,1,07/14/2024,billing,9,2.0,2024-06-22,Card,APAC,25-34,Organic Search,4,0,1,0.006
C05808,"Jun 28, 2025",Standard,30.71,1,1,2025-06-30,no usage,8,1.0,"Jun 28, 2025",Card,APAC,25-34,Organic Search,5,1,1,0.002
C05809,"Mar 15, 2024",Standard,31.13,15,0,,,13,0.0,2025-06-14,Card,Europe,35-44,Email,1,0,1,0.227
C05810,"Dec 12, 2023",Standard,33.84,10,1,2024-04-07,billing,9,4.0,2024-03-10,Card,Europe,25-34,Paid Ads,3,0,1,0.269
C05811,"Aug 31, 2024",Standard,35.06,6,1,"Nov 07, 2024",product dissatisfaction,11,1.0,15-10-2024,Card,APAC,35-44,Referral,2,0,1,0.109
C05812,2024-08-14,Basic,28.22,8,1,2025-04-05,price sensitivity,7,2.0,2025-02-23,Card,North America,18-24,Organic Search,1,2,1,0.024
C05813,30-09-2023,Basic,22.87,11,1,"Jun 09, 2024",product dissatisfaction,7,1.0,2024-05-11,Card,APAC,35-44,Direct,5,1,1,0.03
C05814,01-06-2025,Standard,37.11,1,1,2025-06-18,competitor,10,0.0,2025-06-01,Card,Europe,25-34,Partnerships,3,0,1,0.051
C05815,2024-06-24,Standard,50.12,12,1,2025-05-16,price sensitivity,13,0.0,2025-04-18,Card,APAC,25-34,Direct,5,0,1,
C05816,2023-02-22,Standard,35.32,28,0,,,11,1.0,06/14/2025,Card,North America,18-24,Organic Search,5,2,1,0.082
C05817,2024-01-07,Basic,17.35,17,0,,,7,2.0,05/31/2025,PayPal,North America,45-54,Direct,5,0,1,0.01
C05818,"Apr 21, 2025",Premium,74.29,2,0,,,17,0.0,2025-06-17,PayPal,North America,35-44,Direct,3,1,1,0.005
C05819,"Dec 25, 2023",Basic,23.11,12,1,2024-05-15,competitor,10,0.0,"Apr 15, 2024",ACH,North America,25-34,Organic Search,3,0,1,0.0
C05820,2024-06-01,Standard,38.58,10,1,2024-10-26,no usage,8,3.0,07-10-2024,Card,North America,35-44,Direct,0,0,1,0.157
C05821,2024-07-12,Basic,25.03,9,1,2024-10-15,billing,11,1.0,2024-10-07,Card,APAC,25-34,Direct,1,0,1,0.05
C05822,"Oct 04, 2024",Standard,41.6,4,1,"Dec 17, 2024",no usage,7,1.0,"Nov 27, 2024",ACH,North America,45-54,Organic Search,4,0,1,0.002
C05823,2025-03-06,Basic,22.64,3,1,2025-05-25,competitor,4,2.0,"Apr 07, 2025",Card,North America,55+,Email,1,0,1,0.053
C05824,2023-05-17,Standard,28.1,25,0,,,15,0.0,2025-06-08,Card,North America,18-24,Referral,5,0,1,0.028
C05825,04/16/2024,Basic,12.2,5,1,07/07/2024,competitor,8,3.0,2024-06-14,Card,Europe,35-44,Organic Search,2,1,1,0.044
C05826,2024-05-01,Standard,29.0,13,0,,,12,0.0,"May 23, 2025",Card,Europe,25-34,Organic Search,4,0,1,0.069
C05827,2023-05-19,Basic,17.29,17,1,"Feb 23, 2024",support issues,8,1.0,01/21/2024,Card,North America,45-54,Paid Ads,1,0,1,0.029
C05828,"Sep 06, 2024",Standard,29.77,7,1,2025-02-05,,7,4.0,2024-12-27,Card,Latin America,18-24,Paid Ads,0,0,1,0.017
C05829,"Apr 18, 2023",Basic,23.96,18,1,2024-07-15,support issues,7,3.0,06/09/2024,Card,APAC,35-44,Paid Ads,4,1,1,0.022
C05830,02/21/2024,Basic,18.2,6,1,07/23/2024,billing,10,1.0,22-06-2024,Card,North America,45-54,Partnerships,2,0,1,0.222
C05831,2023-10-29,Standard,42.69,20,0,,,10,1.0,2025-06-23,Card,Latin America,25-34,Direct,2,0,1,0.139
C05832,22-05-2023,Basic,17.03,25,0,,,6,1.0,2025-06-13,Wallet,North America,45-54,Organic Search,3,0,1,0.072
C05833,2025-01-19,Basic,22.3,2,1,"Mar 05, 2025",billing,6,2.0,2025-02-06,Card,Europe,18-24,Direct,1,0,1,0.117
C05834,11-08-2023,Premium,59.35,22,0,,,15,0.0,2025-06-07,PayPal,APAC,55+,Direct,5,0,1,0.239
C05835,2023-08-21,Premium,78.51,22,0,,,15,2.0,2025-06-10,Card,APAC,45-54,Referral,0,1,1,0.01
C05836,2025-02-18,Premium,84.01,4,0,,,15,0.0,"Jun 17, 2025",ACH,North America,25-34,Email,3,1,1,0.005
C05837,2025-03-11,Basic,21.34,3,1,"Apr 23, 2025",billing,4,3.0,"Mar 11, 2025",ACH,Europe,18-24,Paid Ads,1,0,1,0.098
C05838,2023-02-01,Standard,37.09,15,1,12-02-2024,billing,12,0.0,01/19/2024,Card,North America,35-44,Organic Search,5,0,1,0.066
C05839,2023-09-11,Standard,28.73,21,0,,,13,2.0,08-06-2025,Card,Europe,35-44,Organic Search,2,1,1,0.225
